@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0-weka.filters.unsupervised.attribute.Remove-R4,8-10,12-13,17-18,20'

@attribute Product_Category {'Traditional Wear',Outerwear,Athleisure,Bottoms,Tops}
@attribute Brand {'Forever 21',Wrangler,Uniqlo,Reebok,Gucci,'Louis Vuitton','Calvin Klein',Zara,Diesel,Versace,Levi’s,Balenciaga,Puma,'Under Armour',Adidas,'Ralph Lauren',GAP,Nike,'Tommy Hilfiger',H&M}
@attribute Product_Name {Tops,Hoodie,Trousers,Skirt,T-Shirt,Leggings,Shorts,'Polo Shirt',Palazzo,Dress,Jeans,Saree,'Casual Shirt',Sweatshirt,'Formal Shirt',Jacket,Jumpsuit,Kurta,'Track Pants',Blazer}
@attribute Size {S,M,XXL,XL,L}
@attribute Color {White,Purple,Orange,Pink,Green,Blue,Black,Red,Yellow}
@attribute Season {Winter,All-Season,Summer}
@attribute Cost_Price {Medium,Low,High}
@attribute Total_Sales {Medium,High,'Very High',Low}
@attribute Stock_Availability {Medium,High,Low}
@attribute Customer_Age {Elder,Senior,Adult,Teen}
@attribute Return_Rate {High,Low,Medium}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
'Traditional Wear','Under Armour',Palazzo,L,Yellow,All-Season,Medium,Medium,Medium,Adult,High,'High Sales'
Bottoms,Wrangler,Palazzo,L,Pink,Summer,Medium,High,Medium,Senior,High,'High Sales'
Outerwear,Reebok,Hoodie,XXL,Black,Summer,Medium,Medium,Low,Teen,Medium,'High Sales'
Tops,'Calvin Klein',Leggings,M,White,Winter,Medium,Medium,Medium,Adult,Low,'High Sales'
Outerwear,'Under Armour',Tops,L,Orange,Winter,Medium,High,Low,Teen,High,'High Sales'
Outerwear,Uniqlo,Jacket,S,White,Summer,Medium,Medium,High,Senior,Low,'High Sales'
Tops,Puma,Blazer,XXL,White,All-Season,Medium,Medium,High,Elder,Low,'High Sales'
Tops,'Forever 21','Formal Shirt',L,Black,Winter,Medium,Medium,Medium,Senior,High,'High Sales'
Tops,Zara,Saree,M,Blue,Winter,Medium,Medium,Low,Teen,Medium,'High Sales'
Bottoms,'Tommy Hilfiger',Jeans,L,Blue,Summer,Medium,High,High,Adult,High,'High Sales'
Outerwear,Uniqlo,'Track Pants',M,Green,All-Season,Medium,'Very High',Low,Senior,Low,'High Sales'
Bottoms,'Under Armour',Tops,S,Pink,Winter,Medium,High,High,Senior,High,'High Sales'
Tops,Balenciaga,Trousers,XXL,Yellow,All-Season,Medium,Medium,High,Adult,Low,'High Sales'
'Traditional Wear',Balenciaga,Skirt,S,Blue,All-Season,Low,High,Low,Elder,Medium,'High Sales'
Tops,'Ralph Lauren','Casual Shirt',S,Orange,Winter,Low,Medium,Medium,Adult,High,'High Sales'
Athleisure,'Tommy Hilfiger',Jeans,L,Orange,Winter,Medium,Medium,High,Senior,Low,'High Sales'
Bottoms,Reebok,T-Shirt,L,Pink,All-Season,Medium,Medium,Medium,Senior,Low,'High Sales'
Athleisure,Versace,Hoodie,M,Purple,Summer,Medium,Medium,Low,Teen,Medium,'High Sales'
Bottoms,H&M,Jeans,S,Orange,All-Season,Medium,Medium,High,Senior,High,'High Sales'
Tops,Nike,Trousers,L,Orange,Summer,Medium,Medium,High,Senior,Low,'High Sales'
Tops,Adidas,Jumpsuit,XL,Blue,All-Season,Medium,High,Medium,Adult,Medium,'High Sales'
Athleisure,Gucci,Trousers,XL,Red,All-Season,Medium,Medium,Medium,Senior,Medium,'High Sales'
Outerwear,'Under Armour',Jacket,XXL,Red,Winter,Medium,High,High,Senior,Medium,'High Sales'
Athleisure,'Calvin Klein',Shorts,L,Purple,All-Season,Medium,High,High,Teen,High,'High Sales'
Bottoms,GAP,Jeans,M,Purple,Winter,Low,Medium,Medium,Elder,High,'High Sales'
Tops,'Ralph Lauren',Tops,S,Yellow,Winter,Medium,High,Medium,Senior,High,'High Sales'
Athleisure,H&M,Skirt,XL,Blue,All-Season,Medium,Medium,High,Elder,High,'High Sales'
'Traditional Wear',Zara,Leggings,XXL,Pink,Winter,Low,Medium,Medium,Teen,Low,'High Sales'
'Traditional Wear',H&M,Shorts,XXL,Red,Winter,Medium,High,High,Teen,Low,'High Sales'
Tops,Gucci,Jeans,L,Black,Winter,Medium,Medium,High,Adult,High,'High Sales'
Athleisure,GAP,Blazer,M,Yellow,All-Season,Medium,High,Low,Adult,High,'High Sales'
'Traditional Wear',Gucci,'Casual Shirt',S,Yellow,All-Season,Medium,Medium,High,Senior,Medium,'High Sales'
'Traditional Wear','Louis Vuitton',Palazzo,L,Red,Winter,Medium,High,Medium,Elder,Medium,'High Sales'
'Traditional Wear',Diesel,Hoodie,M,Black,Winter,Medium,Medium,High,Teen,Low,'High Sales'
Outerwear,'Under Armour','Track Pants',XL,Red,Winter,Medium,Medium,Medium,Elder,Low,'High Sales'
Bottoms,GAP,'Formal Shirt',S,Pink,Summer,Medium,High,High,Elder,Medium,'High Sales'
'Traditional Wear',Diesel,'Casual Shirt',L,Purple,All-Season,Medium,High,Medium,Teen,High,'High Sales'
Bottoms,Reebok,'Polo Shirt',XL,Purple,All-Season,Medium,High,Low,Teen,Low,'High Sales'
'Traditional Wear',Gucci,'Track Pants',XXL,Red,All-Season,Medium,Medium,Medium,Teen,Low,'High Sales'
Tops,'Louis Vuitton',Jacket,XL,Pink,Summer,Medium,High,Medium,Senior,Low,'High Sales'
Tops,GAP,Jumpsuit,XXL,Black,Summer,Medium,High,Low,Adult,High,'High Sales'
Outerwear,Adidas,Dress,XL,Orange,All-Season,Medium,Medium,Medium,Teen,High,'High Sales'
'Traditional Wear','Louis Vuitton',Skirt,M,Purple,All-Season,Medium,High,Medium,Adult,Medium,'High Sales'
Bottoms,Puma,'Casual Shirt',M,Purple,Summer,Medium,High,Low,Senior,Low,'High Sales'
Bottoms,Diesel,Jumpsuit,L,Purple,All-Season,Medium,'Very High',High,Elder,Low,'High Sales'
Tops,Diesel,'Polo Shirt',XL,Pink,All-Season,Medium,High,Low,Adult,Low,'High Sales'
Tops,Puma,Palazzo,S,Blue,Winter,Medium,High,Medium,Senior,Low,'High Sales'
Bottoms,Reebok,'Polo Shirt',XXL,Blue,All-Season,Medium,High,High,Teen,Low,'High Sales'
Athleisure,'Louis Vuitton',Leggings,L,Orange,Summer,Low,High,Low,Teen,High,'High Sales'
Bottoms,'Forever 21',Blazer,XXL,Purple,Winter,Medium,Medium,Low,Elder,High,'High Sales'
'Traditional Wear','Calvin Klein',T-Shirt,L,White,Winter,Medium,Medium,Low,Teen,Medium,'High Sales'
Bottoms,Gucci,Jacket,XXL,Blue,Winter,Medium,Medium,Medium,Teen,Medium,'High Sales'
'Traditional Wear',Adidas,Skirt,S,Green,All-Season,High,High,High,Adult,Medium,'High Sales'
Outerwear,Levi’s,Blazer,XXL,Orange,All-Season,Low,High,High,Teen,Low,'High Sales'
Bottoms,'Ralph Lauren','Track Pants',L,Black,Winter,Medium,Medium,Medium,Teen,Medium,'High Sales'
'Traditional Wear',H&M,Jeans,M,Green,All-Season,High,High,Low,Teen,High,'High Sales'
Outerwear,GAP,Saree,XXL,Yellow,All-Season,Medium,Medium,Medium,Elder,Low,'High Sales'
Tops,Diesel,Jeans,L,Red,Summer,Medium,Medium,Medium,Senior,High,'High Sales'
Tops,Adidas,'Formal Shirt',L,Green,Winter,Medium,High,High,Senior,High,'High Sales'
Bottoms,Adidas,Jacket,L,Purple,All-Season,Medium,Medium,Low,Elder,High,'High Sales'
Outerwear,Puma,'Track Pants',XL,Green,All-Season,Medium,High,Low,Teen,Low,'High Sales'
Tops,Diesel,Saree,XL,Orange,All-Season,Low,Medium,Medium,Senior,Low,'High Sales'
Outerwear,GAP,'Track Pants',XL,Green,Summer,Medium,High,Medium,Elder,Medium,'High Sales'
Tops,Uniqlo,Sweatshirt,M,Purple,Winter,Medium,Medium,Medium,Elder,High,'High Sales'
Bottoms,Gucci,Tops,XXL,Purple,All-Season,Low,High,High,Teen,Low,'High Sales'
'Traditional Wear',Gucci,'Casual Shirt',L,Orange,All-Season,Medium,Medium,High,Senior,Low,'High Sales'
'Traditional Wear',Gucci,'Formal Shirt',L,Pink,Winter,Low,High,High,Senior,High,'High Sales'
Bottoms,Balenciaga,Saree,XXL,Yellow,Winter,Medium,High,Low,Senior,Medium,'High Sales'
'Traditional Wear',H&M,Sweatshirt,XL,Blue,All-Season,Medium,High,Medium,Elder,High,'High Sales'
Bottoms,H&M,Kurta,M,White,All-Season,Medium,High,Medium,Adult,Low,'High Sales'
Bottoms,Nike,'Track Pants',S,Yellow,All-Season,Medium,High,Medium,Senior,High,'High Sales'
Tops,Adidas,Palazzo,XL,White,All-Season,Medium,Medium,Medium,Elder,High,'High Sales'
Tops,Uniqlo,Sweatshirt,XXL,Orange,Summer,Low,High,Medium,Senior,High,'High Sales'
'Traditional Wear','Under Armour',Jumpsuit,S,Blue,All-Season,Medium,High,Medium,Teen,High,'High Sales'
Bottoms,Adidas,Blazer,XXL,Yellow,All-Season,Medium,Medium,Medium,Elder,Medium,'High Sales'
Tops,'Under Armour',Hoodie,L,Red,Summer,Medium,Medium,High,Senior,Low,'High Sales'
Tops,Gucci,'Casual Shirt',XXL,Pink,All-Season,Medium,Medium,High,Elder,High,'High Sales'
'Traditional Wear',Diesel,Jumpsuit,XXL,Pink,Winter,Medium,High,High,Elder,Medium,'High Sales'
Tops,Adidas,Dress,S,Blue,All-Season,Medium,Medium,Medium,Senior,High,'High Sales'
Outerwear,'Ralph Lauren',Shorts,L,Green,Winter,Low,Medium,High,Senior,Low,'High Sales'
'Traditional Wear',Gucci,Blazer,XL,Black,Winter,Medium,High,Medium,Teen,Low,'High Sales'
Tops,'Ralph Lauren',Leggings,M,Red,Summer,High,High,High,Adult,Medium,'High Sales'
Outerwear,'Ralph Lauren',Leggings,S,Red,Winter,Medium,High,High,Senior,Low,'High Sales'
Outerwear,'Under Armour',Shorts,M,Yellow,Winter,Medium,High,Low,Elder,Medium,'High Sales'
Outerwear,'Calvin Klein','Formal Shirt',L,White,All-Season,Medium,High,High,Teen,Medium,'High Sales'
Athleisure,Gucci,Skirt,XL,Purple,All-Season,Medium,Medium,High,Senior,Low,'High Sales'
Outerwear,Puma,Blazer,XXL,Purple,All-Season,Medium,High,High,Teen,Low,'High Sales'
Outerwear,'Forever 21',Skirt,L,Green,Winter,Medium,High,Low,Adult,Low,'High Sales'
'Traditional Wear','Tommy Hilfiger',Palazzo,L,Green,All-Season,Low,Medium,Medium,Senior,High,'High Sales'
'Traditional Wear',Nike,Skirt,S,Orange,Winter,Medium,High,High,Elder,Low,'High Sales'
Outerwear,'Forever 21',Jumpsuit,M,Yellow,Summer,Medium,High,Medium,Teen,Low,'High Sales'
Tops,Zara,Jacket,L,White,Winter,Medium,Medium,Medium,Senior,Low,'High Sales'
Athleisure,H&M,Skirt,XXL,Orange,Summer,Medium,High,Low,Teen,High,'High Sales'
Bottoms,'Forever 21',Trousers,L,Green,All-Season,Medium,Medium,Low,Adult,Medium,'High Sales'
Outerwear,H&M,'Formal Shirt',L,Orange,Winter,Medium,High,Medium,Elder,Medium,'High Sales'
Athleisure,Zara,Shorts,M,Green,All-Season,Medium,Medium,Low,Teen,High,'High Sales'
Bottoms,GAP,'Casual Shirt',XXL,Purple,Summer,Medium,High,High,Teen,Low,'High Sales'
Outerwear,Wrangler,Shorts,L,Blue,Summer,Low,High,Medium,Elder,High,'High Sales'
Athleisure,Nike,Kurta,M,Pink,Winter,Medium,High,High,Teen,Low,'High Sales'
Athleisure,'Ralph Lauren','Casual Shirt',M,White,Summer,Medium,Medium,Low,Senior,High,'High Sales'
Outerwear,'Ralph Lauren','Track Pants',L,Black,Summer,Medium,Medium,High,Elder,Low,'High Sales'
Bottoms,Balenciaga,'Casual Shirt',XXL,Green,Winter,Medium,High,High,Elder,Low,'High Sales'
Outerwear,'Forever 21','Polo Shirt',XL,Red,Summer,Medium,Medium,Low,Senior,High,'High Sales'
'Traditional Wear','Under Armour',Sweatshirt,M,Green,All-Season,Medium,High,High,Elder,Medium,'High Sales'
Tops,'Under Armour',Sweatshirt,XL,Black,Summer,Medium,Medium,Medium,Senior,Medium,'High Sales'
'Traditional Wear',Adidas,Kurta,XXL,Blue,All-Season,Medium,High,High,Teen,High,'High Sales'
Bottoms,'Tommy Hilfiger',Sweatshirt,S,Orange,Summer,Medium,Medium,Low,Teen,Low,'High Sales'
Athleisure,Reebok,Shorts,M,Purple,Winter,Medium,Medium,Medium,Adult,Low,'High Sales'
Athleisure,'Under Armour',Kurta,S,Blue,Summer,Medium,High,High,Senior,Medium,'High Sales'
Tops,Adidas,'Track Pants',S,Yellow,Summer,Medium,High,Low,Senior,Low,'High Sales'
Tops,Wrangler,Leggings,L,Purple,Winter,Medium,High,Medium,Adult,Medium,'High Sales'
Outerwear,Puma,Sweatshirt,XL,Black,Summer,High,Medium,High,Senior,High,'High Sales'
'Traditional Wear',Reebok,Skirt,S,Black,Winter,Medium,High,High,Elder,Low,'High Sales'
Tops,'Forever 21',Kurta,XL,Purple,Summer,Low,High,High,Senior,High,'High Sales'
Tops,H&M,Dress,L,Blue,All-Season,Medium,High,High,Teen,Medium,'High Sales'
'Traditional Wear',Reebok,Jeans,L,Red,All-Season,Medium,High,Medium,Teen,Low,'High Sales'
Tops,'Tommy Hilfiger','Polo Shirt',L,Red,Winter,Medium,High,High,Adult,Medium,'High Sales'
Outerwear,'Ralph Lauren',Palazzo,M,White,Summer,Low,Low,Medium,Senior,Medium,'High Sales'
Bottoms,'Forever 21',Hoodie,L,Green,Winter,Medium,Medium,Medium,Elder,Low,'High Sales'
Athleisure,Uniqlo,Jeans,XXL,Yellow,Summer,Medium,Medium,Medium,Adult,Medium,'Low Sales'
Athleisure,Levi’s,Leggings,XXL,Yellow,All-Season,Medium,Medium,Medium,Senior,High,'Low Sales'
Outerwear,'Ralph Lauren',Tops,L,Purple,Winter,Medium,High,Low,Senior,Medium,'Low Sales'
Bottoms,'Under Armour',Jacket,L,Black,All-Season,Medium,High,High,Elder,Low,'Low Sales'
Outerwear,Gucci,Leggings,M,White,Winter,Medium,Medium,Medium,Senior,High,'Low Sales'
Outerwear,Levi’s,'Track Pants',XXL,Green,Winter,Medium,High,Low,Teen,High,'Low Sales'
'Traditional Wear','Forever 21','Polo Shirt',M,Red,Summer,Medium,Medium,High,Adult,High,'Low Sales'
Tops,Versace,T-Shirt,XL,White,Summer,Medium,Medium,Low,Adult,Medium,'Low Sales'
Outerwear,'Under Armour','Track Pants',XXL,Green,All-Season,Medium,Medium,High,Adult,Low,'Low Sales'
Bottoms,Nike,'Casual Shirt',M,Orange,Winter,Medium,High,High,Senior,Medium,'Low Sales'
Outerwear,Diesel,Dress,XL,Red,Winter,Medium,High,High,Adult,High,'Low Sales'
Outerwear,'Forever 21',Jeans,L,Black,Winter,Medium,Medium,High,Adult,Medium,'Low Sales'
Bottoms,GAP,Palazzo,M,Black,All-Season,Low,Medium,High,Adult,Low,'Low Sales'
Tops,Versace,Jumpsuit,XL,Purple,Summer,Medium,Medium,Low,Elder,High,'Low Sales'
Athleisure,Levi’s,Shorts,XXL,Green,All-Season,Medium,Medium,Medium,Teen,Medium,'Low Sales'
Outerwear,'Tommy Hilfiger',Dress,M,Orange,Winter,Medium,High,Low,Senior,Low,'Low Sales'
'Traditional Wear',Levi’s,Kurta,XXL,Yellow,Summer,Low,Medium,Medium,Adult,Low,'Low Sales'
Outerwear,Adidas,Dress,XL,Red,Winter,Medium,High,Low,Teen,Low,'Low Sales'
Tops,GAP,'Track Pants',L,Green,All-Season,Medium,High,Low,Elder,High,'Low Sales'
'Traditional Wear',Gucci,Leggings,M,Black,Winter,Medium,High,High,Elder,Medium,'Low Sales'
Bottoms,'Tommy Hilfiger',T-Shirt,XL,Black,Summer,Medium,Medium,Low,Teen,Medium,'Low Sales'
'Traditional Wear',Uniqlo,Tops,S,Pink,Winter,Medium,High,High,Elder,High,'Low Sales'
Tops,'Louis Vuitton',Jumpsuit,XL,White,Winter,Medium,Medium,High,Adult,Medium,'Low Sales'
Athleisure,Gucci,Kurta,XXL,Pink,Summer,Medium,Medium,Medium,Senior,Medium,'Low Sales'
Bottoms,Nike,T-Shirt,XL,Purple,Winter,Medium,High,Low,Senior,High,'Low Sales'
Athleisure,Versace,Trousers,XL,Orange,Winter,Medium,Medium,Medium,Adult,Low,'Low Sales'
'Traditional Wear','Louis Vuitton',Shorts,XXL,Red,Summer,Medium,High,Low,Teen,Medium,'Low Sales'
Tops,'Ralph Lauren',Jumpsuit,L,Blue,Winter,Medium,Medium,Low,Adult,Medium,'Low Sales'
Athleisure,Versace,Blazer,S,White,All-Season,Medium,High,Low,Adult,Low,'Low Sales'
Outerwear,'Tommy Hilfiger','Track Pants',M,White,All-Season,Medium,High,Low,Teen,High,'Low Sales'
Athleisure,'Louis Vuitton',Jumpsuit,XL,Pink,Winter,Medium,Medium,Medium,Teen,Medium,'Low Sales'
Outerwear,Uniqlo,Tops,XL,White,Winter,Medium,Medium,Medium,Senior,Low,'Low Sales'
Bottoms,H&M,'Casual Shirt',S,Blue,Summer,Low,Medium,High,Adult,Medium,'Low Sales'
Outerwear,Gucci,Trousers,L,Green,Summer,Medium,Medium,Low,Elder,Low,'Low Sales'
Tops,Zara,Palazzo,S,Orange,Summer,Medium,High,High,Elder,High,'Low Sales'
Athleisure,'Louis Vuitton','Track Pants',XXL,Yellow,Summer,Medium,Medium,High,Adult,Medium,'Low Sales'
'Traditional Wear','Forever 21',Dress,L,Pink,Winter,Medium,High,High,Senior,Low,'Low Sales'
Outerwear,Uniqlo,Sweatshirt,XL,Green,Summer,Medium,High,High,Teen,Medium,'Low Sales'
'Traditional Wear',Balenciaga,Shorts,XL,White,Summer,Medium,Medium,High,Teen,Medium,'Low Sales'
Bottoms,Levi’s,Palazzo,S,Yellow,All-Season,Medium,Medium,High,Elder,High,'Low Sales'
'Traditional Wear','Louis Vuitton','Casual Shirt',S,Black,Summer,High,High,High,Teen,High,'Low Sales'
Athleisure,Versace,Jacket,S,White,All-Season,High,High,Medium,Adult,High,'Low Sales'
Tops,Versace,Kurta,XXL,Green,Winter,Medium,Medium,Low,Teen,Medium,'Low Sales'
Bottoms,Uniqlo,T-Shirt,XL,Blue,Winter,Low,Medium,Medium,Teen,High,'Low Sales'
Bottoms,H&M,Jeans,L,Pink,Winter,Medium,Medium,Low,Teen,Low,'Low Sales'
Tops,'Tommy Hilfiger',Saree,XL,Black,Winter,Medium,Medium,High,Adult,Medium,'Low Sales'
Tops,Adidas,Skirt,M,Green,Summer,Medium,Medium,High,Elder,High,'Low Sales'
'Traditional Wear','Louis Vuitton',Dress,L,Orange,All-Season,Medium,Low,Medium,Elder,Low,'Low Sales'
Outerwear,'Ralph Lauren','Formal Shirt',XL,Orange,Summer,Medium,Medium,Medium,Senior,Low,'Low Sales'
Outerwear,Uniqlo,Hoodie,L,Red,Winter,Medium,Medium,Low,Senior,Medium,'Low Sales'
Bottoms,Wrangler,'Track Pants',XXL,Pink,Winter,Medium,High,Medium,Adult,Low,'Low Sales'
'Traditional Wear',Zara,Dress,XXL,Blue,Winter,Low,Medium,High,Elder,Medium,'Low Sales'
Tops,GAP,'Track Pants',XXL,Red,All-Season,Medium,High,Low,Teen,Medium,'Low Sales'
Tops,H&M,Jumpsuit,XL,Green,All-Season,Medium,Medium,High,Adult,Medium,'Low Sales'
'Traditional Wear',Nike,'Track Pants',S,Black,All-Season,Medium,Low,High,Adult,High,'Low Sales'
'Traditional Wear',Zara,Blazer,XXL,Purple,Winter,Medium,Medium,Low,Adult,Low,'Low Sales'
Bottoms,GAP,Hoodie,M,Yellow,Winter,Medium,Medium,Low,Adult,High,'Low Sales'
'Traditional Wear','Tommy Hilfiger',Palazzo,M,White,All-Season,Medium,High,High,Adult,Medium,'Low Sales'
'Traditional Wear',Wrangler,Leggings,S,Green,Summer,Medium,High,High,Teen,Low,'Low Sales'
Outerwear,Adidas,'Polo Shirt',S,Red,All-Season,Medium,High,Low,Elder,High,'Low Sales'
Athleisure,Levi’s,Jumpsuit,XXL,Black,Winter,Low,High,High,Teen,Low,'Low Sales'
'Traditional Wear',Nike,Jacket,XL,Green,Summer,Medium,Medium,Medium,Teen,Medium,'Low Sales'
Outerwear,Uniqlo,Saree,M,Blue,Summer,Medium,Medium,Low,Senior,High,'Low Sales'
'Traditional Wear',Levi’s,T-Shirt,M,Green,Summer,Medium,Medium,Medium,Elder,Low,'Low Sales'
Athleisure,'Forever 21',Leggings,S,Pink,Summer,Medium,High,Medium,Elder,Low,'Low Sales'
Bottoms,Reebok,Jumpsuit,XL,Blue,Summer,Medium,High,Medium,Adult,Medium,'Low Sales'
Athleisure,Diesel,'Casual Shirt',XL,Pink,Summer,Medium,Medium,High,Teen,Low,'Low Sales'
Athleisure,Balenciaga,'Formal Shirt',L,Yellow,All-Season,Low,Medium,Medium,Adult,High,'Low Sales'
Outerwear,'Louis Vuitton',Saree,M,White,Summer,Medium,Medium,Low,Adult,High,'Low Sales'
Athleisure,Balenciaga,Skirt,XL,Black,Winter,Low,High,Medium,Elder,Medium,'Low Sales'
'Traditional Wear',Versace,Hoodie,XXL,Red,Summer,Low,High,Medium,Elder,Low,'Low Sales'
Athleisure,'Under Armour','Track Pants',XXL,Red,Summer,Medium,Medium,Low,Teen,High,'Low Sales'
Tops,Levi’s,Dress,XL,Red,Winter,Medium,Medium,Low,Teen,High,'Low Sales'
Tops,Puma,Dress,S,White,Winter,High,High,High,Elder,Low,'Low Sales'
Bottoms,Gucci,Saree,XXL,White,All-Season,Medium,Medium,Medium,Adult,High,'Low Sales'
Bottoms,Adidas,Kurta,XL,Red,All-Season,Medium,Medium,High,Elder,Low,'Low Sales'
'Traditional Wear',Adidas,Hoodie,S,Pink,Summer,Medium,Medium,Medium,Elder,Low,'Low Sales'
Tops,Zara,Tops,M,Red,Winter,Medium,High,Low,Adult,Medium,'Low Sales'
Tops,Uniqlo,Hoodie,XXL,Red,Summer,Medium,High,High,Teen,High,'Low Sales'
Outerwear,Adidas,Shorts,M,Yellow,Summer,Medium,High,Low,Senior,Medium,'Low Sales'
'Traditional Wear',Reebok,Blazer,XXL,Purple,Summer,Medium,High,High,Teen,High,'Low Sales'
Bottoms,Adidas,Dress,XXL,Orange,Winter,Medium,High,High,Adult,Medium,'Low Sales'
Athleisure,GAP,Tops,XXL,Pink,Winter,Medium,Medium,Medium,Elder,Low,'Low Sales'
Outerwear,Balenciaga,'Polo Shirt',S,Yellow,Winter,Medium,Medium,High,Senior,Low,'Low Sales'
'Traditional Wear','Tommy Hilfiger',Palazzo,M,Orange,All-Season,Medium,Medium,Medium,Teen,Medium,'Low Sales'
Outerwear,Versace,Tops,S,Blue,Summer,Low,Medium,High,Senior,Medium,'Low Sales'
Athleisure,Diesel,T-Shirt,S,Red,Summer,High,Medium,High,Elder,Medium,'Low Sales'
Outerwear,'Tommy Hilfiger',Skirt,XXL,Orange,Summer,Medium,Medium,Low,Senior,High,'Low Sales'
'Traditional Wear','Louis Vuitton',Sweatshirt,XL,White,Winter,Medium,High,Low,Senior,High,'Low Sales'
Bottoms,Adidas,Palazzo,M,Purple,Summer,Medium,Medium,High,Elder,Medium,'Low Sales'
Athleisure,Zara,Shorts,S,Pink,Winter,Medium,Medium,Medium,Senior,Low,'Low Sales'
Outerwear,Wrangler,Trousers,XL,White,Winter,Low,Medium,Low,Elder,Medium,'Low Sales'
Outerwear,Balenciaga,Blazer,M,Green,Winter,Medium,Medium,High,Adult,Low,'Low Sales'
Bottoms,Uniqlo,T-Shirt,XL,Yellow,Winter,Medium,Medium,Low,Teen,Medium,'Low Sales'
'Traditional Wear','Calvin Klein',Saree,XXL,Orange,Winter,Medium,High,Low,Senior,High,'Low Sales'
Athleisure,Versace,Jacket,XL,Green,Winter,Medium,Medium,Low,Elder,Medium,'Low Sales'
Tops,Uniqlo,Shorts,S,Purple,Summer,Medium,Medium,High,Teen,High,'Low Sales'
Athleisure,'Forever 21',Sweatshirt,XXL,Orange,All-Season,Medium,High,Medium,Elder,Low,'Low Sales'
Outerwear,'Louis Vuitton',Blazer,XL,Red,All-Season,Medium,High,High,Senior,Medium,'Low Sales'
Athleisure,Gucci,Trousers,S,Blue,Winter,Medium,Medium,Medium,Senior,Medium,'Low Sales'
Athleisure,Adidas,Palazzo,XXL,Green,Summer,Medium,Medium,Medium,Teen,Low,'Low Sales'
'Traditional Wear',Gucci,'Track Pants',XXL,Yellow,Summer,Medium,Medium,Low,Senior,High,'Low Sales'
'Traditional Wear',Zara,Jumpsuit,L,Pink,Winter,Medium,High,Medium,Adult,Medium,'Low Sales'
Athleisure,'Louis Vuitton',Shorts,XXL,Pink,All-Season,Medium,Medium,Low,Elder,Medium,'Low Sales'
Bottoms,Gucci,'Polo Shirt',L,Black,Summer,Medium,Medium,Medium,Senior,High,'Low Sales'
Outerwear,'Calvin Klein',Tops,S,Orange,All-Season,Medium,High,Low,Teen,High,'Low Sales'
Bottoms,Wrangler,Tops,L,Yellow,Summer,Medium,Medium,High,Elder,Low,'Low Sales'
Outerwear,Versace,Jeans,XL,Green,Winter,Low,High,Low,Elder,Medium,'Low Sales'
Athleisure,Nike,Saree,XXL,Yellow,Winter,Medium,High,High,Senior,High,'Low Sales'
Bottoms,GAP,T-Shirt,S,Blue,Summer,Medium,High,Medium,Elder,Low,'Low Sales'
Bottoms,Balenciaga,'Formal Shirt',L,Black,Summer,Medium,Medium,High,Senior,Medium,'Low Sales'
Outerwear,Zara,'Polo Shirt',S,Red,Summer,Medium,High,Medium,Teen,High,'Low Sales'
Bottoms,Versace,Tops,XL,Yellow,All-Season,Low,High,Low,Adult,Medium,'Low Sales'
Outerwear,Gucci,Kurta,XXL,Purple,All-Season,High,Medium,Medium,Senior,High,'Low Sales'
Bottoms,'Forever 21',Kurta,L,Red,All-Season,Medium,High,Low,Adult,Low,'Low Sales'
'Traditional Wear','Tommy Hilfiger',Shorts,M,White,All-Season,Medium,High,Low,Elder,Medium,'Low Sales'
Tops,'Ralph Lauren','Track Pants',XL,Green,All-Season,Medium,Medium,Low,Elder,High,'Low Sales'
Tops,Balenciaga,Dress,S,White,Summer,Medium,High,Medium,Adult,Low,'Low Sales'
Tops,Reebok,Palazzo,S,Yellow,Summer,Low,High,High,Senior,Medium,'Low Sales'
Bottoms,Gucci,Trousers,XXL,Red,All-Season,Medium,Medium,Medium,Teen,Low,'Low Sales'
Athleisure,H&M,Leggings,M,Pink,Summer,Medium,Medium,High,Adult,Low,'Low Sales'
Tops,Adidas,T-Shirt,L,Black,Winter,Medium,Medium,Low,Teen,High,'Low Sales'
'Traditional Wear','Ralph Lauren','Casual Shirt',XXL,Pink,Winter,Medium,High,Low,Senior,High,'Low Sales'
Athleisure,Puma,Skirt,L,Black,All-Season,Medium,Medium,High,Adult,Low,'Low Sales'
Athleisure,Versace,Dress,M,Pink,All-Season,Medium,High,Medium,Adult,High,'Low Sales'
Outerwear,'Tommy Hilfiger',Hoodie,M,Green,Summer,Medium,High,Low,Elder,Medium,'Low Sales'
'Traditional Wear',H&M,'Track Pants',L,Green,Summer,Low,High,Medium,Senior,Low,'Low Sales'
'Traditional Wear','Calvin Klein',Saree,XXL,White,Summer,Medium,High,Low,Adult,High,'Low Sales'
Bottoms,Adidas,'Track Pants',XL,Pink,All-Season,Medium,High,Medium,Elder,Low,'Low Sales'
Outerwear,Reebok,Hoodie,L,White,All-Season,Medium,High,Medium,Teen,High,'Low Sales'
'Traditional Wear',H&M,Hoodie,XL,Green,All-Season,Medium,High,Medium,Elder,High,'Low Sales'
